gid,pk,pk_vaw,pk_sgi,name_full,name_short
284,e34fc85a-7a05-11ec-90d6-0242ac120003,NULL,B44-35,Pizzo Gallina E,
285,e34fca6c-7a05-11ec-90d6-0242ac120003,NULL,B45-01,Mittaghorn,
286,e34fcc9c-7a05-11ec-90d6-0242ac120003,NULL,B45-14,Fülhorn SE,
287,e34fcdaa-7a05-11ec-90d6-0242ac120003,NULL,B45-16,Fülhorn SW,
288,e34fd048-7a05-11ec-90d6-0242ac120003,NULL,B45-17,Vordri Sulzlicke,
289,e34fd160-7a05-11ec-90d6-0242ac120003,NULL,B45-18,Ritzberge,
290,e34fd26e-7a05-11ec-90d6-0242ac120003,NULL,B45-19,Ritzfurgge,
291,e34fd48a-7a05-11ec-90d6-0242ac120003,NULL,B45-21,Merezebachschije ,
292,e34fd598-7a05-11ec-90d6-0242ac120003,NULL,B45-22,Rote Schije,
293,e34fd69c-7a05-11ec-90d6-0242ac120003,NULL,B45-23,Klein Blinnenhorn,
294,df0942d0-7a05-11ec-90d6-0242ac120003,NULL,A12d-25,Chüealptal-Sertig E,
295,591e360d-913e-478c-a0b3-a7ac2a0c3014,NULL,B82-46,Rouge de Gietro,
296,80e8cd4f-7fce-4606-9b1b-3b30f8a427a6,NULL,B82-57,La Torbesse,
297,8c28925c-a2a1-4ece-9309-a18a667b5f67,NULL,B83-20,Grand Laget S,
298,72d248fd-01c2-4f93-ae25-e7c357f5d912,NULL,B83-21,Oujets de Bagnes N,
299,50bd0add-72cd-4880-82e0-99313b588e2a,NULL,B83-22,Pointe de Boveire,
300,458ae9b0-2738-4a3b-b615-671adae8fd89,NULL,B83-23,Col de Lâne W,
301,b326e7d3-6377-4419-a190-d6ab045160bd,NULL,B84-32,Les Monts Telliers,
302,fd72aef4-c5f3-491d-98cf-e99f77f1ddfa,NULL,B84-36,Testa Grisa W,
303,e34fe0f6-7a05-11ec-90d6-0242ac120003,NULL,B45-24,Blinnenhorn Corno Cieco,
304,e34fe2fe-7a05-11ec-90d6-0242ac120003,NULL,B45-30,Rappehorn S,
305,df0997d0-7a05-11ec-90d6-0242ac120003,NULL,A13f-01,Piotjoch,
306,df0998f2-7a05-11ec-90d6-0242ac120003,NULL,A13f-02,Piz Predarossa,
307,81cb7321-4ec8-11e8-b336-985fd331b2ee,NULL,A12l-02,Juppenhorn,
308,df099a0a-7a05-11ec-90d6-0242ac120003,NULL,A13f-03,Wissberg,
309,df099e24-7a05-11ec-90d6-0242ac120003,NULL,A13f-05,Predarossa,
310,df09ac02-7a05-11ec-90d6-0242ac120003,NULL,A13g-04,Pizzun,
311,df09b224-7a05-11ec-90d6-0242ac120003,NULL,A13h-11,Piz della Palù N,
312,802feb8f-4ec8-11e8-9caf-985fd331b2ee,NULL,A54m-31,Biglenlamm,
313,9eff5b1d-1ad8-4df8-9737-4bd397553a4a,NULL,B92-13,Aiguille du Charmoz,
314,df090522-7a05-11ec-90d6-0242ac120003,NULL,A10g-25,Chremersattel,
315,df090630-7a05-11ec-90d6-0242ac120003,NULL,A10g-26,Chlein Wintertälli E,
316,e231c64e-6cd4-4411-bb9b-bcc6a96f7588,NULL,C02-14,Wenghorn,
317,e34f3480-7a05-11ec-90d6-0242ac120003,251,A56e-05,Oldenhorn,olden
318,df099cbc-7a05-11ec-90d6-0242ac120003,NULL,A13f-04,Pürder Furgga,
319,81c7a28f-4ec8-11e8-a0a4-985fd331b2ee,NULL,A13g-10,Vadrec da la Bles,
320,df099f50-7a05-11ec-90d6-0242ac120003,NULL,A13f-06,Bergalgapass,
321,df09a7fc-7a05-11ec-90d6-0242ac120003,NULL,A13g-16,Vadrec da la Bles N,
322,80958b2e-4ec8-11e8-b228-985fd331b2ee,NULL,B40-10,Wasenhorn S,
323,809b578f-4ec8-11e8-b0e2-985fd331b2ee,NULL,B41-03,Wasenhorn E,
324,80e531cf-4ec8-11e8-9956-985fd331b2ee,NULL,B43-10,Sidelengrat W,
325,80daf8a1-4ec8-11e8-9c03-985fd331b2ee,NULL,B44-30,Blasgletscher W,
326,df09a914-7a05-11ec-90d6-0242ac120003,NULL,A13g-17,Pizz Gallagiun,
327,df09c714-7a05-11ec-90d6-0242ac120003,NULL,A13h-03,Piz Por E,
328,df09c82c-7a05-11ec-90d6-0242ac120003,NULL,A13h-04,Piz Timun,
329,df09ca0c-7a05-11ec-90d6-0242ac120003,NULL,A13h-05,Piz Miez,
330,df09cb1a-7a05-11ec-90d6-0242ac120003,NULL,A13h-06,Piz dil Crot,
331,df09cc32-7a05-11ec-90d6-0242ac120003,NULL,A13h-07,Passo Crotto N,
332,df09cff2-7a05-11ec-90d6-0242ac120003,NULL,A13h-08,Val Niemet N,
333,df09d10a-7a05-11ec-90d6-0242ac120003,NULL,A13h-09,Passo Crotto S,
334,df09b10c-7a05-11ec-90d6-0242ac120003,NULL,A13h-10,Cuort Viglia,
335,df09b33c-7a05-11ec-90d6-0242ac120003,NULL,A13h-12,Val Niemet S,
336,df09b45e-7a05-11ec-90d6-0242ac120003,NULL,A13h-13,Pass da Niemet E,
337,e34febbe-7a05-11ec-90d6-0242ac120003,NULL,B46-01,Fäldbachsee,
338,e3501da0-7a05-11ec-90d6-0242ac120003,NULL,B46-08,Eggerscharte,
339,e3502106-7a05-11ec-90d6-0242ac120003,NULL,B46-09,Seewischhorn E,
340,e34fece0-7a05-11ec-90d6-0242ac120003,NULL,B46-12,Zantmärjelebiel,
341,e34fedee-7a05-11ec-90d6-0242ac120003,NULL,B46-15,Chriegalppass Passo di Cornera,
342,f623fa99-d964-4c29-bb87-50d5f0318680,NULL,C84-29,Cima da Murtaira,
343,e34ff4f6-7a05-11ec-90d6-0242ac120003,NULL,B46-21,Chleini Hilla,
344,e34ff672-7a05-11ec-90d6-0242ac120003,NULL,B46-26,Holzjihorn,
345,e34ff898-7a05-11ec-90d6-0242ac120003,NULL,B46-27,Holzjihorn S,
346,e34ffd8e-7a05-11ec-90d6-0242ac120003,NULL,B46-32,Albrunhorn,
347,e34ffe92-7a05-11ec-90d6-0242ac120003,NULL,B46-33,Seewischhorn W,
348,e35000ae-7a05-11ec-90d6-0242ac120003,NULL,B46-35,Rothorn E (Binn),
349,e35002ca-7a05-11ec-90d6-0242ac120003,NULL,B46-40,Fleschhorn W,
350,df09b56c-7a05-11ec-90d6-0242ac120003,NULL,A13h-14,Piz Timun N,
351,df09b76a-7a05-11ec-90d6-0242ac120003,NULL,A13h-15,Pass da Niemet W,
352,df09b882-7a05-11ec-90d6-0242ac120003,NULL,A13h-16,Piz Por S,
353,df09b990-7a05-11ec-90d6-0242ac120003,NULL,A13h-17,Veneroccal,
354,df09bb98-7a05-11ec-90d6-0242ac120003,NULL,A13h-18,Bocchetta del Pinerocolo,
355,df09bcc4-7a05-11ec-90d6-0242ac120003,NULL,A13h-19,Piz Ursaregls,
356,df09bf76-7a05-11ec-90d6-0242ac120003,NULL,A13h-20,Piz della Palù NE,
357,df09c1ec-7a05-11ec-90d6-0242ac120003,NULL,A13h-21,Piz della Palù NW,
358,df09c304-7a05-11ec-90d6-0242ac120003,NULL,A13h-22,Piz della Palù E,
359,81c2e7a1-4ec8-11e8-89bb-985fd331b2ee,NULL,A13i-01,Piz Por,
360,df09c430-7a05-11ec-90d6-0242ac120003,NULL,A13h-23,Guglie d'Altare,
361,ab62aca0-96b1-4179-9e7d-63b8e15cc279,NULL,E15-16,Piz Prünella W,
362,e0dabace-f27e-4232-8983-a8ce5636416b,NULL,E15-18,Munt Cotschen NW,
363,81c3f90f-4ec8-11e8-a120-985fd331b2ee,NULL,A13i-05,Piz Muttala,
364,df09c570-7a05-11ec-90d6-0242ac120003,NULL,A13h-24,Piz della Palù SE,
365,df09d222-7a05-11ec-90d6-0242ac120003,NULL,A13j-01,Äussere Schwarzhörner,
366,81c076a1-4ec8-11e8-b93d-985fd331b2ee,NULL,A13j-03,Surettahorn,
367,df09d3ee-7a05-11ec-90d6-0242ac120003,NULL,A13j-04,Surettajoch,
368,81c139ee-4ec8-11e8-b218-985fd331b2ee,NULL,A13j-02,Schwarzhorngletscher (Rheinwald),
369,df09d5ce-7a05-11ec-90d6-0242ac120003,NULL,A13l-01,Pizzo Tambo,
370,e3500964-7a05-11ec-90d6-0242ac120003,NULL,B46-41,Wannigletscher N,
371,e3500ce8-7a05-11ec-90d6-0242ac120003,NULL,B46-47,Milihorn,
372,e3500df6-7a05-11ec-90d6-0242ac120003,NULL,B46-49,Turbejoch,
373,e3500ffe-7a05-11ec-90d6-0242ac120003,NULL,B46-50,Helsenhorn NW ,
374,df09f388-7a05-11ec-90d6-0242ac120003,NULL,A14b-05,Piz Tuf,
375,e3501102-7a05-11ec-90d6-0242ac120003,NULL,B46-51,Rothorn W (Grengiols),
376,532c9ff8-03b3-4d54-a381-f14afef6196e,NULL,E73-08,Piz Larain,
377,e3501378-7a05-11ec-90d6-0242ac120003,NULL,B46-52,Rothorn  (Grengiols),
378,e3501490-7a05-11ec-90d6-0242ac120003,NULL,B46-53,Blauseelicke,
379,e3501594-7a05-11ec-90d6-0242ac120003,NULL,B46-54,Oberblatthorn,
380,e35017f6-7a05-11ec-90d6-0242ac120003,NULL,B46-55,Bochtehorn E,
381,e3501968-7a05-11ec-90d6-0242ac120003,NULL,B46-56,Bochtehorn N,
382,e3501a94-7a05-11ec-90d6-0242ac120003,NULL,B46-57,Helsenhorn NE,
383,e3501ba2-7a05-11ec-90d6-0242ac120003,NULL,B46-58,Helsenhorn E,
384,e350252a-7a05-11ec-90d6-0242ac120003,NULL,B47-11,Ganterhorn,
385,e3504b9a-7a05-11ec-90d6-0242ac120003,NULL,B50-05,Ritze S,
386,e3504c80-7a05-11ec-90d6-0242ac120003,NULL,B50-07,Fletschhornhütte,
387,e3504d66-7a05-11ec-90d6-0242ac120003,NULL,B50-08,Simelipass,
388,e3504e56-7a05-11ec-90d6-0242ac120003,NULL,B50-09,Mattwaldhorn E,
389,e35062c4-7a05-11ec-90d6-0242ac120003,NULL,B51-07,Jegiturm S,
390,81c46e40-4ec8-11e8-a4e7-985fd331b2ee,NULL,A13h-02,Glatscher da Niemet,
391,e35057c0-7a05-11ec-90d6-0242ac120003,NULL,B51-18,Jegiturm,
392,e35058a6-7a05-11ec-90d6-0242ac120003,NULL,B51-35,Triftgrat W,
393,df09df24-7a05-11ec-90d6-0242ac120003,NULL,A13l-03,Cima de Val Loga,
394,df0976b0-7a05-11ec-90d6-0242ac120003,322,A12i-02,Piz Jenatsch,jenatsch
395,df09073e-7a05-11ec-90d6-0242ac120003,NULL,A10g-28,Plattenhörner N,
396,df090a90-7a05-11ec-90d6-0242ac120003,NULL,A10g-29,Fuorcla Zadrell,
397,df0b21e0-7a05-11ec-90d6-0242ac120003,NULL,A51f-06,Älprigenlücke,
398,df0b29ba-7a05-11ec-90d6-0242ac120003,NULL,A51f-09,Winteregg,
399,df0b1e16-7a05-11ec-90d6-0242ac120003,NULL,A51f-21,Vorder Mur,
400,df0b1f24-7a05-11ec-90d6-0242ac120003,NULL,A51f-39,Chalchtal,
401,813610f0-4ec8-11e8-a56b-985fd331b2ee,NULL,A51f-62,Vorder Lochstock,
402,810bf3b0-4ec8-11e8-96fd-985fd331b2ee,NULL,A51f-72,Chelenalphorn,
403,df0b23fc-7a05-11ec-90d6-0242ac120003,NULL,A51f-73,Hoch Horenfellistock,
404,813ca09e-4ec8-11e8-a0c9-985fd331b2ee,NULL,A51f-84,Sasspass,
405,df0b28ac-7a05-11ec-90d6-0242ac120003,NULL,A51f-87,Sustenspitz,
406,df0b5a52-7a05-11ec-90d6-0242ac120003,NULL,A54g-05,Aarwang,
407,bb1e3c62-74a9-11ea-bc55-0242ac130003,NULL,B45-35,Sulzgeltscher,
408,df0b451c-7a05-11ec-90d6-0242ac120003,NULL,A54g-22,Chüetriftehoren,
409,80c17d30-4ec8-11e8-b367-985fd331b2ee,NULL,A54g-23,Brünberg,
410,df0919d6-7a05-11ec-90d6-0242ac120003,NULL,A10g-06,Chremrchöpf,
411,81bb949e-4ec8-11e8-bb05-985fd331b2ee,NULL,A13l-02,Ghiacciaio del Tambo,
412,df09e03c-7a05-11ec-90d6-0242ac120003,NULL,A13l-05,Pizzo Curciusa,
413,df09e28a-7a05-11ec-90d6-0242ac120003,NULL,A13l-08,I Verdin,
414,df09e38e-7a05-11ec-90d6-0242ac120003,NULL,A13l-09,Pizzo Curciusa N,
415,df09d6e6-7a05-11ec-90d6-0242ac120003,NULL,A13l-10,Bocchetta de Curciusa,
416,81bb1f70-4ec8-11e8-b819-985fd331b2ee,NULL,A13l-04,Ghiacciaio de la Curciusa,
417,df09d84e-7a05-11ec-90d6-0242ac120003,NULL,A13l-11,Piz Bianch NE,
418,df09d966-7a05-11ec-90d6-0242ac120003,NULL,A13l-12,Pizzo Curciusa NE,
419,df09dbdc-7a05-11ec-90d6-0242ac120003,NULL,A13l-13,Piz Bianch,
420,df09dcfe-7a05-11ec-90d6-0242ac120003,NULL,A13l-14,Pizzo Curciusa NW,
421,81d9cb00-4ec8-11e8-a9f9-985fd331b2ee,146,A12i-03,Vadret d'Err,err
422,df09de16-7a05-11ec-90d6-0242ac120003,NULL,A13l-15,Piz Bianch SE,
423,bb1d9028-74a9-11ea-bc55-0242ac130003,NULL,A13l-07,Piz de la Lumbreida,
424,df09e4a6-7a05-11ec-90d6-0242ac120003,NULL,A13m-02,Alpe Moesola,
425,df09e5b4-7a05-11ec-90d6-0242ac120003,NULL,A13m-03,Piz Moesola,
426,df09f054-7a05-11ec-90d6-0242ac120003,NULL,A13n-08,Glatttobel,
427,e35059e6-7a05-11ec-90d6-0242ac120003,NULL,B51-36,Trifthorn NE,
428,e3505aea-7a05-11ec-90d6-0242ac120003,NULL,B51-37,Trifthorngrat,
429,e3505bda-7a05-11ec-90d6-0242ac120003,NULL,B51-38,Trifthorn E,
430,e3505eaa-7a05-11ec-90d6-0242ac120003,NULL,B51-39,Trifthorn N,
431,e3505fe0-7a05-11ec-90d6-0242ac120003,NULL,B51-40,Trifthorn S,
432,e3509d66-7a05-11ec-90d6-0242ac120003,NULL,B52-07,Plattenhorn,
433,e35067ba-7a05-11ec-90d6-0242ac120003,NULL,B52-18,Spähnhörner N,
434,81b3302e-4ec8-11e8-92f5-985fd331b2ee,NULL,A13n-01,Marscholhorn,
435,e350707a-7a05-11ec-90d6-0242ac120003,NULL,B52-23,Grüenberghorn,
436,e3507e4e-7a05-11ec-90d6-0242ac120003,NULL,B52-43,Pizzo d'Andolla N,
437,e3507f34-7a05-11ec-90d6-0242ac120003,NULL,B52-44,Pizzo d'Andolla S,
438,e3508024-7a05-11ec-90d6-0242ac120003,NULL,B52-45,Mittelrück,
439,e350810a-7a05-11ec-90d6-0242ac120003,NULL,B52-46,Sonnighorn,
440,81dc3c00-4ec8-11e8-b190-985fd331b2ee,NULL,A12g-06,Piz Ela,
441,e35082d6-7a05-11ec-90d6-0242ac120003,NULL,B52-47,Augstkumme Gletscher W,
442,e35083d0-7a05-11ec-90d6-0242ac120003,NULL,B52-49,Augstkummenhorn,
443,e350851a-7a05-11ec-90d6-0242ac120003,NULL,B52-50,Cimone di Camposecco,
444,e35087f4-7a05-11ec-90d6-0242ac120003,NULL,B52-51,Punta Banella,
445,e3508d08-7a05-11ec-90d6-0242ac120003,NULL,B52-52,Punta Loraccio,
446,e35091a4-7a05-11ec-90d6-0242ac120003,NULL,B52-55,Latelhorn,
447,80bd105e-4ec8-11e8-a940-985fd331b2ee,168,B46-25,Rappegletscher,rappe
448,df09e8ac-7a05-11ec-90d6-0242ac120003,NULL,A13n-11,Güferhorn SE,
449,df09e9ce-7a05-11ec-90d6-0242ac120003,NULL,A13n-12,Läntalücka E,
450,df09ed02-7a05-11ec-90d6-0242ac120003,NULL,A13n-14,Läntalücka W,
451,df09f270-7a05-11ec-90d6-0242ac120003,NULL,A14b-03,Alperschällihora,
452,df0996b8-7a05-11ec-90d6-0242ac120003,299,A13e-01,Piz Turba,turba
453,df090d10-7a05-11ec-90d6-0242ac120003,NULL,A10g-30,Fuorcla Zadrell W,
454,df090e8c-7a05-11ec-90d6-0242ac120003,NULL,A10g-31,Zadrellgletscher N,
455,df090fae-7a05-11ec-90d6-0242ac120003,NULL,A10g-32,Winterlücke N,
456,df0910da-7a05-11ec-90d6-0242ac120003,NULL,A10g-33,Winterlücke S,
457,df09f496-7a05-11ec-90d6-0242ac120003,NULL,A14b-06,Carnusabach,
458,df09f6b2-7a05-11ec-90d6-0242ac120003,NULL,A14b-07,Burschghorn,
459,81affbde-4ec8-11e8-a21c-985fd331b2ee,NULL,A13o-01,Höhberggletscher,
460,df09f7c0-7a05-11ec-90d6-0242ac120003,NULL,A14c-04,Rotgrätli E,
461,df0a022e-7a05-11ec-90d6-0242ac120003,NULL,A14d-02,Tierbänder,
462,81b293f0-4ec8-11e8-a7e7-985fd331b2ee,NULL,A14d-03,Lorenzhorn,
463,81af388f-4ec8-11e8-ba9a-985fd331b2ee,NULL,A14d-05,Schwarzhorn (Hinterrhein),
464,e350a644-7a05-11ec-90d6-0242ac120003,NULL,B52-74,Portjenhorn S,
465,e350a72a-7a05-11ec-90d6-0242ac120003,NULL,B52-75,Mittelrück W,
466,e350a86a-7a05-11ec-90d6-0242ac120003,NULL,B52-76,Augstkumme Gletscher SW,
467,e350a964-7a05-11ec-90d6-0242ac120003,NULL,B52-77,Spechhorn W,
468,e350aa4a-7a05-11ec-90d6-0242ac120003,NULL,B52-78,Pizzo Mondelli,
469,e350ab3a-7a05-11ec-90d6-0242ac120003,NULL,B52-79,Monte Moro E,
470,e350ac20-7a05-11ec-90d6-0242ac120003,NULL,B52-81,Üssere Turu N,
471,e350ad10-7a05-11ec-90d6-0242ac120003,NULL,B52-82,Spechhorn ,
472,e350ae50-7a05-11ec-90d6-0242ac120003,NULL,B52-83,Spähnhörner S,
473,e350af40-7a05-11ec-90d6-0242ac120003,NULL,B52-84,Spechhorn S,
474,e350b026-7a05-11ec-90d6-0242ac120003,NULL,B52-85,Spechhorn S,
475,e350b116-7a05-11ec-90d6-0242ac120003,NULL,B52-86,Monte Moropass N,
476,e350b1fc-7a05-11ec-90d6-0242ac120003,NULL,B52-87,Steintällisattel,
477,e350b2e2-7a05-11ec-90d6-0242ac120003,NULL,B52-89,Weissmies SW,
478,e350b526-7a05-11ec-90d6-0242ac120003,NULL,B53-01,Mittaghorn Klettersteig,
479,e350b79c-7a05-11ec-90d6-0242ac120003,NULL,B53-02,Egginer NW,
480,e350bfa8-7a05-11ec-90d6-0242ac120003,NULL,B53-09,Guglu,
481,e350d0b0-7a05-11ec-90d6-0242ac120003,NULL,B55-03,Hobärghorn S,
482,e350d3d0-7a05-11ec-90d6-0242ac120003,NULL,B55-06,Hohgwächte W,
483,e350c778-7a05-11ec-90d6-0242ac120003,NULL,B55-10,Leiterspitzen,
484,e350ca66-7a05-11ec-90d6-0242ac120003,NULL,B55-20,Pfulwe,
485,e350cb88-7a05-11ec-90d6-0242ac120003,NULL,B55-21,Spitzi Flue,
486,e350cc78-7a05-11ec-90d6-0242ac120003,NULL,B55-22,Fluehorn E,
487,e350cd9a-7a05-11ec-90d6-0242ac120003,NULL,B55-23,Fluehorn W,
488,e350ced0-7a05-11ec-90d6-0242ac120003,NULL,B55-26,Chli Dirruhorn N,
489,e350cfb6-7a05-11ec-90d6-0242ac120003,NULL,B55-27,Chli Dirruhorn W,
490,e350d290-7a05-11ec-90d6-0242ac120003,NULL,B55-32,Festi,
491,e350e190-7a05-11ec-90d6-0242ac120003,NULL,B56-02,Findelgeltscher N,
492,e350e366-7a05-11ec-90d6-0242ac120003,NULL,B56-05,Hohtälli,
493,e350f068-7a05-11ec-90d6-0242ac120003,NULL,B56-08,Jägerjoch,
494,e350f46e-7a05-11ec-90d6-0242ac120003,NULL,B56-09,Ob dem See,
495,81b18280-4ec8-11e8-a55d-985fd331b2ee,NULL,A14d-04,Lorenzhorngletscher,
496,81adb1ee-4ec8-11e8-83b1-985fd331b2ee,NULL,A14d-06,Canalgletscher E,
497,df09f9f0-7a05-11ec-90d6-0242ac120003,NULL,A14d-13,Furggeltihorn N,
498,81b57a21-4ec8-11e8-b09b-985fd331b2ee,NULL,A14c-03,Fanellgletscher,
499,bb1d9bf4-74a9-11ea-bc55-0242ac130003,NULL,A13n-03,Zapportgletscher E,
500,81ef00b0-4ec8-11e8-89d3-985fd331b2ee,NULL,A12f-01,Vadret da Tisch,
501,df09faf4-7a05-11ec-90d6-0242ac120003,NULL,A14d-16,Läntalücka NW,
502,e34f0406-7a05-11ec-90d6-0242ac120003,NULL,A55b-19,Rossbode,
503,823112c0-4ec8-11e8-a775-985fd331b2ee,NULL,A12j-02,Vadret d'Err NW,
504,81a59b9e-4ec8-11e8-af2a-985fd331b2ee,NULL,A14d-09,Güfergletscher SE,
505,81a4d84f-4ec8-11e8-855f-985fd331b2ee,NULL,A14d-10,Güfergletscher N,
506,e350f55e-7a05-11ec-90d6-0242ac120003,NULL,B57-01,Hörnlihütte,
507,e350fc7a-7a05-11ec-90d6-0242ac120003,NULL,B57-03,Matterhorngletscher N,
508,e350f748-7a05-11ec-90d6-0242ac120003,NULL,B57-13,Zähnjini,
509,e350fb8a-7a05-11ec-90d6-0242ac120003,NULL,B57-28,Furgghorn,
510,e3510896-7a05-11ec-90d6-0242ac120003,NULL,B58-09,Brunegghorn,
511,e351045e-7a05-11ec-90d6-0242ac120003,NULL,B58-18,Festihorn,
512,e35106ac-7a05-11ec-90d6-0242ac120003,NULL,B58-22,Steitalhorn E,
513,e3510ad0-7a05-11ec-90d6-0242ac120003,NULL,B59-01,Ginalspass,
514,e3510bc0-7a05-11ec-90d6-0242ac120003,NULL,B59-03,Rieberg W,
515,e3510ca6-7a05-11ec-90d6-0242ac120003,NULL,B59-04,Rieberg N,
516,e3510dd2-7a05-11ec-90d6-0242ac120003,NULL,B59-05,Niggelinglicke,
517,e3510ec2-7a05-11ec-90d6-0242ac120003,NULL,B59-07,Driizänduhoru,
518,e3510fb2-7a05-11ec-90d6-0242ac120003,NULL,B60-01,Ritzuegg,
519,e35111b0-7a05-11ec-90d6-0242ac120003,NULL,B60-11,Diablons des Dames N,
520,e35112b4-7a05-11ec-90d6-0242ac120003,NULL,B60-14,Frilihorn,
521,e3511494-7a05-11ec-90d6-0242ac120003,NULL,B60-18,Längi Egga,
522,df09167a-7a05-11ec-90d6-0242ac120003,NULL,A10g-36,Chlein Hafentälli,
523,df0911f2-7a05-11ec-90d6-0242ac120003,NULL,A10g-34,Jöriflesspass,
524,df091328-7a05-11ec-90d6-0242ac120003,NULL,A10g-35,Jörifless N,
525,df0917b0-7a05-11ec-90d6-0242ac120003,NULL,A10g-37,Roggenfurgga,
526,df0918be-7a05-11ec-90d6-0242ac120003,NULL,A10g-38,Roggengletscher W,
527,df091c06-7a05-11ec-90d6-0242ac120003,NULL,A10h-02,Pischasee SE,
528,df091d3c-7a05-11ec-90d6-0242ac120003,NULL,A10h-03,Verborgen Pischa,
529,df091e4a-7a05-11ec-90d6-0242ac120003,NULL,A10h-04,Pischasee E,
530,df09219c-7a05-11ec-90d6-0242ac120003,NULL,A12d-01,Wiss Rüfi,
531,df0927dc-7a05-11ec-90d6-0242ac120003,NULL,A12d-12,Leidhorn SE,
532,df092a66-7a05-11ec-90d6-0242ac120003,NULL,A12d-13,Leidhorn N,
533,df092b88-7a05-11ec-90d6-0242ac120003,NULL,A12d-14,Plattentälli,
534,80c3a00f-4ec8-11e8-b557-985fd331b2ee,NULL,A54g-26,Gestlerlicke,
535,df0b462a-7a05-11ec-90d6-0242ac120003,NULL,A54g-27,Gross Sidelhorn,
536,80bee521-4ec8-11e8-b43f-985fd331b2ee,NULL,A54g-28,Üerlicherjoch,
537,e35123a8-7a05-11ec-90d6-0242ac120003,NULL,B62-03,Wängerhorn,
538,e35125c4-7a05-11ec-90d6-0242ac120003,NULL,B62-05,Tête de Milon W,
539,e35126be-7a05-11ec-90d6-0242ac120003,NULL,B62-06,Crête de Milon,
540,e3511d9a-7a05-11ec-90d6-0242ac120003,NULL,B62-14,Crête de Milon N,
541,e35121a0-7a05-11ec-90d6-0242ac120003,NULL,B62-27,Pointe Nord de Moming,
542,e35122b8-7a05-11ec-90d6-0242ac120003,NULL,B62-29,Les Diablons NW,
543,e35124d4-7a05-11ec-90d6-0242ac120003,NULL,B62-30,Les Diablons W,
544,e351312c-7a05-11ec-90d6-0242ac120003,NULL,B63-04,Le Mammouth,
545,e3512ab0-7a05-11ec-90d6-0242ac120003,NULL,B63-11,Pigne de la Lé N,
546,e3512bdc-7a05-11ec-90d6-0242ac120003,NULL,B63-21,Pigne de la Lé E,
547,e3512d30-7a05-11ec-90d6-0242ac120003,NULL,B63-22,Pigne de la Lé S,
548,e3512f56-7a05-11ec-90d6-0242ac120003,NULL,B63-24,Bouquetins SW,
549,e3513258-7a05-11ec-90d6-0242ac120003,NULL,B64-01,Col du Gardien,
550,e351333e-7a05-11ec-90d6-0242ac120003,NULL,B64-04,Col de la Couronne,
551,81a2674f-4ec8-11e8-87b7-985fd331b2ee,NULL,A14d-14,Schwarzhorn (Vals),
552,81a3c6e1-4ec8-11e8-843c-985fd331b2ee,NULL,A14d-15,Güfergletscher SW,
553,e3513550-7a05-11ec-90d6-0242ac120003,NULL,B64-05,Sasseneire,
554,df09ffd6-7a05-11ec-90d6-0242ac120003,NULL,A14d-18,Länta,
555,81c24b5e-4ec8-11e8-aa36-985fd331b2ee,87,A13i-02,Surettagletscher,suretta
556,820f59f0-4ec8-11e8-858b-985fd331b2ee,NULL,A10g-11,Roggengletscher,
557,df0a0350-7a05-11ec-90d6-0242ac120003,NULL,A14d-20,Forneitobel,
558,81968070-4ec8-11e8-ae72-985fd331b2ee,NULL,A14d-22,Piz Cassimoi E,
559,8198f170-4ec8-11e8-a09c-985fd331b2ee,NULL,A14d-23,Pizzo Cassinello E,
560,81998dae-4ec8-11e8-b652-985fd331b2ee,NULL,A14d-24,Soredapass,
561,819aed40-4ec8-11e8-8409-985fd331b2ee,NULL,A14d-26,Blattaberg E,
562,df0a0454-7a05-11ec-90d6-0242ac120003,NULL,A14d-29,Rotgrätli NW,
563,e3513870-7a05-11ec-90d6-0242ac120003,NULL,B65-01,Becs de Bosson,
564,e3513a46-7a05-11ec-90d6-0242ac120003,NULL,B65-02,Pointe de la Tsevalire,
565,e35115d4-7a05-11ec-90d6-0242ac120003,NULL,B60-22,Furggwangjoch,
566,81aa0870-4ec8-11e8-94ac-985fd331b2ee,NULL,A14d-08,Canalgletscher W,
567,7f9c5e21-4ec8-11e8-b994-985fd331b2ee,NULL,B57-09,Pointe de Zinal S,
568,7fc569f0-4ec8-11e8-b9aa-985fd331b2ee,NULL,B58-20,Rinderalpji,
569,7fcf2df0-4ec8-11e8-948c-985fd331b2ee,NULL,B58-34,Steitalhorn,
570,7f9ef630-4ec8-11e8-857e-985fd331b2ee,NULL,B63-02,Besso W,
571,7f9ad780-4ec8-11e8-a753-985fd331b2ee,NULL,B63-16,Bouquetins E,
572,7f966ab0-4ec8-11e8-b587-985fd331b2ee,NULL,B63-18,Glacier de Moiry E,
573,e3513c62-7a05-11ec-90d6-0242ac120003,NULL,B72-14,Mont Miné SW,
574,e3513f64-7a05-11ec-90d6-0242ac120003,NULL,B72-20,Dent des Rosses,
575,e3514090-7a05-11ec-90d6-0242ac120003,NULL,B72-23,Glacier de Bricola SW,
576,e3514176-7a05-11ec-90d6-0242ac120003,NULL,B72-24,Glacier de Bricola SE,
577,e351425c-7a05-11ec-90d6-0242ac120003,NULL,B72-25,Dent Blanche S,
578,819b8980-4ec8-11e8-b635-985fd331b2ee,NULL,A14d-19,Grauhorngletscher,
