gid,pk,pk_vaw,pk_sgi,name_full,name_short
1429,80e6df80-4ec8-11e8-a28e-985fd331b2ee,NULL,A51h-16,Sulzli,
1430,df0b09e4-7a05-11ec-90d6-0242ac120003,NULL,A51e-64,Spitzberglücke S,
1431,8124abcf-4ec8-11e8-871f-985fd331b2ee,NULL,A51h-20,Spannortgletscher (Gross Spannort),
1432,812288f0-4ec8-11e8-9847-985fd331b2ee,NULL,A51h-21,Spannortgletscher (Chüefadpass),
1433,811c6e70-4ec8-11e8-89c4-985fd331b2ee,NULL,A51h-22,Spannortgletscher (Bärenzänd),
1434,8107fc0f-4ec8-11e8-8ba3-985fd331b2ee,NULL,A51h-23,Firnalpelifirn E,
1435,80f7a861-4ec8-11e8-a60f-985fd331b2ee,NULL,A51h-24,Galtiberggletscher S,
1436,823fb8c0-4ec8-11e8-855c-985fd331b2ee,NULL,A51h-26,Schlossfirn S,
1437,bb1e2056-74a9-11ea-bc55-0242ac130003,NULL,B45-31,Mittaghorn W,
1438,bb1de56e-74a9-11ea-bc55-0242ac130003,NULL,A51h-29,Reissend Nollen,
1439,bb1e1a2a-74a9-11ea-bc55-0242ac130003,NULL,A51h-33,Vorderes Titlisjoch,
1440,bb1d8b00-74a9-11ea-bc55-0242ac130003,NULL,A51h-34,Stotzig Egg,
1441,80e1af61-4ec8-11e8-ad18-985fd331b2ee,NULL,A54e-01,Jochgletscher W,
1442,80d97200-4ec8-11e8-9a78-985fd331b2ee,NULL,A54e-02,Mären,
1443,80ed481e-4ec8-11e8-88d9-985fd331b2ee,NULL,A54e-05,Chli Gletscherli,
1444,80f31480-4ec8-11e8-b2f3-985fd331b2ee,NULL,A54e-07,Uratgletscher,
1445,80fc1530-4ec8-11e8-8c63-985fd331b2ee,NULL,A54e-10,Obertalgletscher E,
1446,80db6dd1-4ec8-11e8-ba3c-985fd331b2ee,NULL,A54e-16,Gigligletscher,
1447,80e3ab30-4ec8-11e8-9357-985fd331b2ee,NULL,A54e-19,Vorder Tierberg (Gadmen),
1448,80dea221-4ec8-11e8-ad0c-985fd331b2ee,NULL,A54e-21,Maasplanggstock N,
1449,80e33600-4ec8-11e8-a46b-985fd331b2ee,NULL,A54e-22,Maasplanggstock S,
1450,80e7f0ee-4ec8-11e8-8fbb-985fd331b2ee,NULL,A54e-23,Wysse Nollen,
1451,813e9c70-4ec8-11e8-bda0-985fd331b2ee,67,A51e-12,St. Annafirn,sanktanna
1452,80caf311-4ec8-11e8-bbf5-985fd331b2ee,NULL,A54e-26,Trifttelti,
1453,8129189e-4ec8-11e8-9981-985fd331b2ee,136,A51e-16,Ghiacciaio di Lucendro,lucendro
1454,80ca7de1-4ec8-11e8-93bb-985fd331b2ee,NULL,A54e-27,Tobigergletscher,
1455,8104eecf-4ec8-11e8-8c20-985fd331b2ee,252,A51e-23,Muttengletscher,mutten
1456,80f49b21-4ec8-11e8-b96a-985fd331b2ee,NULL,A54e-29,Chli Titlis,
1457,df0b2d66-7a05-11ec-90d6-0242ac120003,NULL,A51g-22,Ruchen,
1458,80f5ac8f-4ec8-11e8-b96d-985fd331b2ee,NULL,A54e-30,Uratstock,
1459,80da8370-4ec8-11e8-b3d5-985fd331b2ee,NULL,A54e-34,Drosistock,
1460,813107de-4ec8-11e8-843d-985fd331b2ee,NULL,A51h-19,Schlossberg N,
1461,df0b32f2-7a05-11ec-90d6-0242ac120003,NULL,A51h-27,Hermisalp,
1462,df0b33f6-7a05-11ec-90d6-0242ac120003,NULL,A51h-30,Jochstock,
1463,80dd699e-4ec8-11e8-8161-985fd331b2ee,NULL,A54e-35,Drosigletscherli S,
1464,df0b34fa-7a05-11ec-90d6-0242ac120003,NULL,A51h-31,Steinberg,
1465,80f20311-4ec8-11e8-9260-985fd331b2ee,66,A51e-37,Tiefengletscher,tiefen
1466,810c68de-4ec8-11e8-a4bd-985fd331b2ee,NULL,A51f-46,Stössenfirn,
1467,e34f17b6-7a05-11ec-90d6-0242ac120003,NULL,A55c-10,Schwarzhorn,
1468,df0b37de-7a05-11ec-90d6-0242ac120003,NULL,A54e-32,Tierbergli,
1469,80dc7f40-4ec8-11e8-9c33-985fd331b2ee,NULL,A54e-36,Drosigletscherli N,
1470,80ce275e-4ec8-11e8-b4f0-985fd331b2ee,NULL,A54e-40,Schönhubel S,
1471,80cdb230-4ec8-11e8-a340-985fd331b2ee,NULL,A54e-41,Schönhubel W,
1472,80c6ad4f-4ec8-11e8-85d7-985fd331b2ee,NULL,A54e-42,Mährenhorn,
1473,bb1da874-74a9-11ea-bc55-0242ac130003,NULL,A54e-49,Hiner Tierberg,
1474,bb1df054-74a9-11ea-bc55-0242ac130003,NULL,A54e-44,Schattmige Stock,
1475,df0b40da-7a05-11ec-90d6-0242ac120003,NULL,A54e-48,Drosistock S,
1476,80cca0c0-4ec8-11e8-925e-985fd331b2ee,NULL,A54f-02,Gummigletscher,
1477,80cfd50f-4ec8-11e8-ad02-985fd331b2ee,NULL,A54f-03,Homadgletscher,
1478,80d182c0-4ec8-11e8-945d-985fd331b2ee,NULL,A54f-05,Diechtergletscher N,
1479,80d49000-4ec8-11e8-89b2-985fd331b2ee,NULL,A54f-06,Diechtergletscher S,
1480,80d8608f-4ec8-11e8-941b-985fd331b2ee,NULL,A54f-07,Alpligletscher,
1481,80d21f00-4ec8-11e8-97f5-985fd331b2ee,NULL,A54e-37,Schafegg E,
1482,df0b3a0e-7a05-11ec-90d6-0242ac120003,NULL,A54e-38,Schafegg W,
1483,80c6381e-4ec8-11e8-8b10-985fd331b2ee,NULL,A54e-43,Obri Gumm,
1484,80d50530-4ec8-11e8-a62b-985fd331b2ee,NULL,A54f-10,Gelmergletscher S,
1485,80d7280f-4ec8-11e8-91a5-985fd331b2ee,NULL,A54e-33,Üsseri Gadenlauiegg,
1486,80d30961-4ec8-11e8-925e-985fd331b2ee,NULL,A54f-14,Diechterhoren,
1487,df0b3ea0-7a05-11ec-90d6-0242ac120003,NULL,A54e-46,Windegghorn,
1488,df0b3fc2-7a05-11ec-90d6-0242ac120003,NULL,A54e-47,Radlefshoren,
1489,80b1eccf-4ec8-11e8-9825-985fd331b2ee,NULL,A54g-02,Löffelhorn,
1490,80a828cf-4ec8-11e8-af6c-985fd331b2ee,NULL,A54g-04,Scheuchzerhorn SE,
1491,80af069e-4ec8-11e8-8fdf-985fd331b2ee,NULL,A54g-07,Hinder Tierberg,
1492,80a73e70-4ec8-11e8-9b1b-985fd331b2ee,NULL,A54g-09,Scheuchzerhorn NE,
1493,809da180-4ec8-11e8-924a-985fd331b2ee,NULL,A54g-10,Finsteraargletscher SW,
1494,80881db0-4ec8-11e8-be26-985fd331b2ee,NULL,A54g-12,Nasse Strahlegg,
1495,80853780-4ec8-11e8-84c2-985fd331b2ee,NULL,A54g-13,Kl. Lauteraarhorn W,
1496,8086e530-4ec8-11e8-bb4b-985fd331b2ee,NULL,A54g-14,Kl. Lauteraarhorn SW,
1497,80ee598f-4ec8-11e8-8b7a-985fd331b2ee,69,A51f-13,Rotfirngletscher,rotfirn
1498,80e97791-4ec8-11e8-97b4-985fd331b2ee,68,A51f-15,Chelengletscher,kehlen
1499,808892de-4ec8-11e8-aa79-985fd331b2ee,NULL,A54g-15,Kl. Lauteraarhorn S,
1500,808cb191-4ec8-11e8-838d-985fd331b2ee,NULL,A54g-16,Lauteraarrothörner NW,
1501,808fbecf-4ec8-11e8-8bdb-985fd331b2ee,NULL,A54g-17,Lauteraarrothörner SE,
1502,8091938f-4ec8-11e8-a1f7-985fd331b2ee,NULL,A54g-18,Abschwunghorn ,
1503,808d4dcf-4ec8-11e8-bdeb-985fd331b2ee,NULL,A54g-19,Östl. Ankebälliluecke W,
1504,8106ea9e-4ec8-11e8-b42d-985fd331b2ee,137,A51f-23,Flachensteinfirn,schiessbach
1505,810786de-4ec8-11e8-bd45-985fd331b2ee,71,A51f-24,Wallenburfirn,wallenbur
1506,80931a2e-4ec8-11e8-a4a0-985fd331b2ee,NULL,A54g-20,Östl. Ankebälliluecke S,
1507,80a93a40-4ec8-11e8-b6f6-985fd331b2ee,NULL,A54g-21,Hinder Triftgletscher  W,
1508,8126a79e-4ec8-11e8-a86c-985fd331b2ee,138,A51f-32,Kartigelfirn,kartigel
1509,80cf38cf-4ec8-11e8-97b5-985fd331b2ee,NULL,A54f-04,Ofenhoren,
1510,80d7c44f-4ec8-11e8-9aa8-985fd331b2ee,NULL,A54f-08,Alpli,
1511,80d37e91-4ec8-11e8-8372-985fd331b2ee,NULL,A54f-12,Gärstengrat S,
1512,80cec39e-4ec8-11e8-a494-985fd331b2ee,NULL,A54f-13,Üssri Garwydilimi,
1513,80adf530-4ec8-11e8-bdae-985fd331b2ee,NULL,A54g-33,Roossehörner NE,
1514,80abf961-4ec8-11e8-932a-985fd331b2ee,NULL,A54g-34,Roossehörner N,
1515,df0b4300-7a05-11ec-90d6-0242ac120003,NULL,A54f-15,Obrist Diechter,
1516,df0b4418-7a05-11ec-90d6-0242ac120003,NULL,A54g-01,Geschinerstock,
1517,bb1dbdb4-74a9-11ea-bc55-0242ac130003,NULL,A10g-24,Egghornlücke,
1518,bb1e23f8-74a9-11ea-bc55-0242ac130003,NULL,A13k-02,Lattenhorn,
1519,819017cf-4ec8-11e8-a556-985fd331b2ee,NULL,A14n-12,Durschin E,
1520,819e96c0-4ec8-11e8-a93a-985fd331b2ee,NULL,A14n-13,Bifertenstock E,
1521,7abb37b6-74d0-11ea-bc55-0242ac130003,NULL,A15b-13,Helltobel,
1522,812743e1-4ec8-11e8-9423-985fd331b2ee,160,A51f-52,Rossfirn,ross
1523,bb1da9f0-74a9-11ea-bc55-0242ac130003,NULL,A50i-35,Gämsalpeli,
1524,bb1dc868-74a9-11ea-bc55-0242ac130003,NULL,A50j-08,Euloch,
1525,bb1daf36-74a9-11ea-bc55-0242ac130003,NULL,A51c-03,Chli Schärhorn,
1526,bb1de730-74a9-11ea-bc55-0242ac130003,NULL,A51d-41,Halsigrat,
1527,bb1dfe82-74a9-11ea-bc55-0242ac130003,NULL,A51e-53,Hüenderstock E,
1528,bb1da522-74a9-11ea-bc55-0242ac130003,NULL,A51e-77,Hüenderstock N,
1529,80eb4c4f-4ec8-11e8-bbed-985fd331b2ee,NULL,A51f-14,Eggstock,
1530,bb1dcb6a-74a9-11ea-bc55-0242ac130003,NULL,A51h-28,Hinter Schloss,
1531,bb1e06de-74a9-11ea-bc55-0242ac130003,NULL,A10g-04,Silvrettahorn,
1532,bb1db7d8-74a9-11ea-bc55-0242ac130003,NULL,A10g-27,Verstanclachöpf,
1533,81dd7480-4ec8-11e8-a3b9-985fd331b2ee,303,A12g-04,Vadret digl Ela,ela
1534,e34f18c4-7a05-11ec-90d6-0242ac120003,NULL,A55c-17,Felshore,
1535,81bd6961-4ec8-11e8-8667-985fd331b2ee,295,A14p-05,Glaserhorn,lavadignas
1536,7f810dee-4ec8-11e8-becd-985fd331b2ee,NULL,A55c-26,Stäghore,
1537,818cbc70-4ec8-11e8-b91b-985fd331b2ee,286,A14f-09,Glatscher dalla Greina,greina
1538,81893a00-4ec8-11e8-850c-985fd331b2ee,288,A14n-05,Glatscher da Frisal,frisal
1539,81a1f21e-4ec8-11e8-9562-985fd331b2ee,289,A14n-08,Glatscher da Gavirolas,gavirolas
1540,81bca60f-4ec8-11e8-a550-985fd331b2ee,309,A15b-02,Glasergletscher,glaser
1541,817c68c0-4ec8-11e8-accc-985fd331b2ee,270,A50i-21,Langfirn,langfirn
1542,81c9774f-4ec8-11e8-8bb6-985fd331b2ee,304,A12l-03,Vadret da Piz Platta,platta
1543,814cf451-4ec8-11e8-bf0e-985fd331b2ee,277,A14i-04,Glatscher da Maighels E,maighels
1544,81a833b0-4ec8-11e8-a77f-985fd331b2ee,291,A14n-11,Glatscher da Mer,mer
1545,812e6fcf-4ec8-11e8-bdf6-985fd331b2ee,139,A51g-05,Glatt Firn,schlossberg
1546,e34f1bbc-7a05-11ec-90d6-0242ac120003,NULL,A55c-29,Schwarzgrat,
1547,815cabc0-4ec8-11e8-b3b0-985fd331b2ee,72,A51d-15,Brunnifirn,brunni
1548,80f425f0-4ec8-11e8-81a5-985fd331b2ee,70,A51f-10,Dammagletscher,damma
1549,e34f1cc0-7a05-11ec-90d6-0242ac120003,NULL,A55d-01,Gross Loner,
1550,e34f1dc4-7a05-11ec-90d6-0242ac120003,NULL,A55d-03,Tierhöri,
1551,e34f1ebe-7a05-11ec-90d6-0242ac120003,NULL,A55d-06,Vordere Loner,
1552,817e1670-4ec8-11e8-be98-985fd331b2ee,264,A50i-13,Glarner Tödi N,toedi
1553,8168e0c0-4ec8-11e8-ac4a-985fd331b2ee,260,A51d-13,Tschingelfirn (Düssi),tschingeldoessi
1554,bb1e0d14-74a9-11ea-bc55-0242ac130003,NULL,A12g-02,Piz Laviner N,
1555,bb1e0ada-74a9-11ea-bc55-0242ac130003,NULL,A12h-02,Piz d'Uglix,
1556,81f51b30-4ec8-11e8-b578-985fd331b2ee,88,A12e-04,Vadret da Porchabella,porchabella
1557,81a65ef0-4ec8-11e8-b44e-985fd331b2ee,86,A13n-06,Paradiesgletscher,paradies
1558,821610ae-4ec8-11e8-a4cf-985fd331b2ee,90,A10g-05,Silvrettagletscher,silvretta
1559,81bc30de-4ec8-11e8-bce8-985fd331b2ee,144,A13k-03,Tambogletscher,tambo
1560,bb1d8bbe-74a9-11ea-bc55-0242ac130003,NULL,A12k-02,Piz Lagrev,
1561,df097f16-7a05-11ec-90d6-0242ac120003,NULL,A12k-01,Piz Forcellina,
1562,81f08751-4ec8-11e8-8c30-985fd331b2ee,145,A12e-07,Vadret Üertsch,uertsch
1563,81b8875e-4ec8-11e8-a699-985fd331b2ee,85,A14p-01,Vorabgletscher,vorab
1564,810fc440-4ec8-11e8-a912-985fd331b2ee,135,A51e-20,Witenwasserengletscher,witenwasseren
1565,df0987f4-7a05-11ec-90d6-0242ac120003,NULL,A12l-06,Tällifurgga,
1566,bb1e0ba2-74a9-11ea-bc55-0242ac130003,NULL,A12l-05,Piz Platta N,
1567,df0b4d46-7a05-11ec-90d6-0242ac120003,NULL,A54g-36,Scheuchzerhorn SW,
1568,df0b4e54-7a05-11ec-90d6-0242ac120003,NULL,A54g-37,Schafalp W,
1569,df0b4fe4-7a05-11ec-90d6-0242ac120003,NULL,A54g-38,Schafalp,
1570,df0b523c-7a05-11ec-90d6-0242ac120003,NULL,A54g-39,Schafalp E,
1571,811edf70-4ec8-11e8-a13c-985fd331b2ee,76,A51h-02,Griessengletscher,griessen
1572,e34f218e-7a05-11ec-90d6-0242ac120003,NULL,A55d-07,Mittaghore,
1573,e34f2292-7a05-11ec-90d6-0242ac120003,NULL,A55f-02,Lämmerejoch,
1574,e34f25a8-7a05-11ec-90d6-0242ac120003,NULL,A55f-09,Westgrat,
1575,df0b5368-7a05-11ec-90d6-0242ac120003,NULL,A54g-40,Vorder Zinggestock,
1576,df0b5520-7a05-11ec-90d6-0242ac120003,NULL,A54g-41,Desorstock E,
1577,df0b5624-7a05-11ec-90d6-0242ac120003,NULL,A54g-42,Desorstock W,
1578,df0b5796-7a05-11ec-90d6-0242ac120003,NULL,A54g-44,Escherhorn E,
1579,80fead40-4ec8-11e8-ba26-985fd331b2ee,140,A51h-14,Firnalpeligletscher,firnalpeliwest
1580,80f3b0c0-4ec8-11e8-b75d-985fd331b2ee,368,A51h-15,Titlisgletscher,titlis
1581,df0b58a4-7a05-11ec-90d6-0242ac120003,NULL,A54g-46,Scheuchzerhorn NW,
1582,df0b5b60-7a05-11ec-90d6-0242ac120003,NULL,A54g-51,Abschwungchälen,
1583,df0b5cfa-7a05-11ec-90d6-0242ac120003,NULL,A54g-53,Kleines Lauteraarhorn NE,
1584,df0b5dfe-7a05-11ec-90d6-0242ac120003,NULL,A54g-54,Kleines Lauteraarhorn N,
1585,8093dd80-4ec8-11e8-a417-985fd331b2ee,NULL,A54g-55,Ewigschneehoren W,
1586,df0b5f02-7a05-11ec-90d6-0242ac120003,NULL,A54g-62,Triftbach,
1587,80b2890f-4ec8-11e8-8d7c-985fd331b2ee,NULL,A54g-63,Bächlistock S,
1588,80b40fb0-4ec8-11e8-a9f0-985fd331b2ee,NULL,A54g-64,Fellenberglicken,
1589,df0b6088-7a05-11ec-90d6-0242ac120003,NULL,A54g-65,Brandlammhoren,
1590,80c54dc0-4ec8-11e8-a0ac-985fd331b2ee,NULL,A54g-66,Juchlistock,
1591,80c4b180-4ec8-11e8-b12d-985fd331b2ee,NULL,A54g-67,Brünberg NE,
1592,80c06bc0-4ec8-11e8-b29d-985fd331b2ee,NULL,A54g-68,Brünberg NW,
1593,df0b629a-7a05-11ec-90d6-0242ac120003,NULL,A54g-70,Hinder Zinggestock,
1594,df0b643e-7a05-11ec-90d6-0242ac120003,NULL,A54g-71,Hinder Trift,
1595,8191022e-4ec8-11e8-9043-985fd331b2ee,NULL,A14m-11,Tumpiv NE,
1596,81633b70-4ec8-11e8-902a-985fd331b2ee,NULL,A51c-07,Sattelhoren,
1597,80fd26a1-4ec8-11e8-905e-985fd331b2ee,369,A54e-06,Wendengletscher,wenden
1598,80f53761-4ec8-11e8-9c75-985fd331b2ee,NULL,A51e-27,Muttenstöck,
1599,80f0a380-4ec8-11e8-ab46-985fd331b2ee,NULL,A51f-12,Mässplanggstock,
1600,8119af51-4ec8-11e8-8349-985fd331b2ee,NULL,A51f-27,Zenden,
1601,80f6be00-4ec8-11e8-85b0-985fd331b2ee,53,A54e-12,Steigletscher,stein
1602,81ce5951-4ec8-11e8-a737-985fd331b2ee,298,A13e-03,Piotgletscher,piot
1603,80df8c80-4ec8-11e8-b3e5-985fd331b2ee,NULL,A54e-15,Taleggligletscher,
1604,80a8c511-4ec8-11e8-b78d-985fd331b2ee,NULL,A54g-45,Escherhorn,
1605,809e8bde-4ec8-11e8-bab0-985fd331b2ee,NULL,A54g-47,Finsteraargletscher NE,
1606,808ed470-4ec8-11e8-afd8-985fd331b2ee,NULL,A54g-48,Studerhorn,
1607,808648f0-4ec8-11e8-b43e-985fd331b2ee,NULL,A54g-49,Studergletscher,
1608,809256e1-4ec8-11e8-9ecd-985fd331b2ee,NULL,A54g-52,Lauteraargletscher S,
1609,8099d0f0-4ec8-11e8-8a6f-985fd331b2ee,NULL,A54g-56,Ewigschneehorn S,
1610,80dc0a0f-4ec8-11e8-99e8-985fd331b2ee,55,A54e-24,Triftgletscher (BE),trift
1611,80a4a65e-4ec8-11e8-8822-985fd331b2ee,NULL,A54g-57,Miselen,
1612,80aa72c0-4ec8-11e8-bdc4-985fd331b2ee,NULL,A54g-58,Hubelhoren,
1613,df0b6556-7a05-11ec-90d6-0242ac120003,NULL,A54g-72,Oberaarjoch,
1614,80c21970-4ec8-11e8-a01d-985fd331b2ee,NULL,A54h-01,Alplistock NE,
1615,80c10800-4ec8-11e8-afef-985fd331b2ee,NULL,A54h-02,Alplistock W,
1616,80b93fcf-4ec8-11e8-822d-985fd331b2ee,NULL,A54h-05,Golegg-Gletscher,
1617,80b54830-4ec8-11e8-8761-985fd331b2ee,NULL,A54h-08,Schaflägersteck,
1618,80b6a7c0-4ec8-11e8-aada-985fd331b2ee,NULL,A54h-09,Gröebenjoch,
1619,80bc7421-4ec8-11e8-96fd-985fd331b2ee,NULL,A54h-11,Wiissenbachgletscher N,
1620,80b177a1-4ec8-11e8-af88-985fd331b2ee,NULL,A54i-01,Hiendertelltihorn,
1621,80b08d40-4ec8-11e8-8d5c-985fd331b2ee,NULL,A54i-02,Hiendertellti,
1622,80ab8430-4ec8-11e8-8d81-985fd331b2ee,NULL,A54i-03,Grienbärgligletscher,
1623,809ae261-4ec8-11e8-8170-985fd331b2ee,NULL,A54i-06,Ewigschneehorn E,
1624,80a6c940-4ec8-11e8-9878-985fd331b2ee,NULL,A54i-11,Hangendgletscherhorn N,
1625,80b8caa1-4ec8-11e8-a04a-985fd331b2ee,NULL,A54i-13,Steinlauihorn NW,
1626,80b82e5e-4ec8-11e8-9e27-985fd331b2ee,NULL,A54i-14,Steinlauenen,
1627,80b4abee-4ec8-11e8-bc01-985fd331b2ee,NULL,A54i-17,Gruebejoch N,
1628,80b39a80-4ec8-11e8-9459-985fd331b2ee,NULL,A54i-18,Gruebejoch W,
1629,8094c7e1-4ec8-11e8-a0a9-985fd331b2ee,NULL,A54i-22,Ränfenjoch,
1630,809fc461-4ec8-11e8-9821-985fd331b2ee,NULL,A54i-25,Augstgumm W,
1631,809e16ae-4ec8-11e8-a93d-985fd331b2ee,NULL,A54j-01,Ochsental,
1632,8082ed8f-4ec8-11e8-ae59-985fd331b2ee,NULL,A54j-03,Hengsterengletscher,
1633,807e32a1-4ec8-11e8-8f72-985fd331b2ee,NULL,A54j-04,Ahornisboden,
1634,8080075e-4ec8-11e8-807a-985fd331b2ee,NULL,A54j-08,Wetterhorn,
1635,807c84ee-4ec8-11e8-8f0d-985fd331b2ee,NULL,A54j-09,Scheideggwetterhorn,
1636,8079c5cf-4ec8-11e8-8e25-985fd331b2ee,NULL,A54l-03,Chrinnengletscher,
1637,80d41acf-4ec8-11e8-8a97-985fd331b2ee,161,A54f-11,Gärstengletscher,gaersten
1638,e34f238c-7a05-11ec-90d6-0242ac120003,NULL,A55f-22,Schnidehore E ,
1639,80ca08b0-4ec8-11e8-8e55-985fd331b2ee,234,A54f-01,Wysse Schjien W,wysseshjien
1640,80a14b00-4ec8-11e8-ade9-985fd331b2ee,50,A54g-03,Oberaargletscher,oberaar
1641,81b9bfde-4ec8-11e8-92e2-985fd331b2ee,308,A15b-04,Sardonagletscher,sardonasued
1642,df0960da-7a05-11ec-90d6-0242ac120003,302,A12f-05,La Piramida,dancler 
1643,806be31e-4ec8-11e8-b74c-985fd331b2ee,NULL,A54l-06,Wächselgletscher (Mättenberg),
1644,8070c51e-4ec8-11e8-9bee-985fd331b2ee,NULL,A54l-08,Ankenbälli,
1645,80738440-4ec8-11e8-9c98-985fd331b2ee,NULL,A54l-09,Klein Schreckhorn,
1646,80a394ee-4ec8-11e8-984c-985fd331b2ee,51,A54g-11,Unteraargletscher,unteraar
1647,80777bde-4ec8-11e8-9a6f-985fd331b2ee,NULL,A54l-10,Nässigletscher,
1648,8079509e-4ec8-11e8-a152-985fd331b2ee,NULL,A54l-11,Nässihorn,
1649,bb1dc322-74a9-11ea-bc55-0242ac130003,NULL,A54k-05,Gärstenlücke,
1650,807b9a91-4ec8-11e8-b98e-985fd331b2ee,NULL,A54l-12,Schreckhorn,
1651,807ecede-4ec8-11e8-9440-985fd331b2ee,NULL,A54l-14,Schreckfirn,
1652,8068399e-4ec8-11e8-b010-985fd331b2ee,NULL,A54l-16,Pfaffestecki SW,
1653,80663dcf-4ec8-11e8-a473-985fd331b2ee,NULL,A54l-17,Grosses Fiescherhorn,
1654,bb1dc264-74a9-11ea-bc55-0242ac130003,NULL,A54l-20,Eiger Gipfel,
1655,80807c8f-4ec8-11e8-8214-985fd331b2ee,NULL,A54l-22,Nässijoch,
1656,bb1da068-74a9-11ea-bc55-0242ac130003,NULL,B46-18,Ritterpass,
1657,80713a4f-4ec8-11e8-9725-985fd331b2ee,NULL,A54l-23,Wächselgletscher,
1658,806c584f-4ec8-11e8-a72e-985fd331b2ee,NULL,A54l-24,Mättenberg N,
1659,8068aecf-4ec8-11e8-b6d4-985fd331b2ee,NULL,A54l-25,Mättenberg NW,
1660,807d4840-4ec8-11e8-ae14-985fd331b2ee,NULL,A54l-28,Strahlegghorn W,
1661,807f440f-4ec8-11e8-bdf8-985fd331b2ee,NULL,A54l-30,Alte Strahlegg,
1662,806a3570-4ec8-11e8-af8c-985fd331b2ee,NULL,A54l-32,Pfaffestecki N,
1663,8066b300-4ec8-11e8-be57-985fd331b2ee,NULL,A54l-34,Fiescherwand,
1664,80537921-4ec8-11e8-800e-985fd331b2ee,NULL,A54l-37,Eiger SE,
1665,df0b816c-7a05-11ec-90d6-0242ac120003,NULL,A54l-35,Grosses-Fiescherhorn E,
1666,bb1dc0de-74a9-11ea-bc55-0242ac130003,NULL,A54l-43,Mittelegi N,
1667,df0b94b8-7a05-11ec-90d6-0242ac120003,NULL,A54l-54,Beesibärgli,
1668,df0b95c6-7a05-11ec-90d6-0242ac120003,NULL,A54l-55,Schreckhornhütte SAC,
1669,df0b9db4-7a05-11ec-90d6-0242ac120003,NULL,A54m-25,Eiger S ,
1670,7abb3a22-74d0-11ea-bc55-0242ac130003,NULL,A54l-49,Eiger Nordwand E,
1671,bb1dc1a6-74a9-11ea-bc55-0242ac130003,NULL,A54l-50,Eiger Nordwand W,
1672,81a0928f-4ec8-11e8-bb21-985fd331b2ee,79,A50i-02,Hinter Sulzfirn,sulz
1673,8041ecf0-4ec8-11e8-a7ff-985fd331b2ee,NULL,A54m-04,Mönchplateau,
1674,80317230-4ec8-11e8-9a41-985fd331b2ee,NULL,A54m-07,Silberhorngletscher,
1675,803060c0-4ec8-11e8-9512-985fd331b2ee,NULL,A54m-08,Goldenhoren,
1676,8029d111-4ec8-11e8-9722-985fd331b2ee,NULL,A54m-09,Bäreflue,
1677,803edfb0-4ec8-11e8-9496-985fd331b2ee,NULL,A54m-11,Rottalhorn,
1678,802c4211-4ec8-11e8-862c-985fd331b2ee,NULL,A54m-14,Äbeni Flue-Joch N,
1679,8011670f-4ec8-11e8-97cb-985fd331b2ee,NULL,A54m-16,Hindra Schmadrigletscher,
1680,8102cbf0-4ec8-11e8-84bd-985fd331b2ee,75,A51h-13,Firnalpelifirn,firnalpeli
1681,800ecf00-4ec8-11e8-8efc-985fd331b2ee,NULL,A54m-18,Obere Breithorngletscher,
1682,7ff5c8c0-4ec8-11e8-9ee4-985fd331b2ee,NULL,A54m-22,Tschingelgrat,
1683,80440fcf-4ec8-11e8-841d-985fd331b2ee,NULL,A54m-24,Rotstock S,
1684,804632b0-4ec8-11e8-ab27-985fd331b2ee,NULL,A54m-26,Nollengletscher (BE),
1685,80432570-4ec8-11e8-8643-985fd331b2ee,NULL,A54m-27,Chielouwenenlgetscher,
1686,bb1dfbd0-74a9-11ea-bc55-0242ac130003,NULL,A54m-29,Chielouwena,
1687,802eda21-4ec8-11e8-bf86-985fd331b2ee,NULL,A54m-30,Rotbrätthoren,
1688,8030d5f0-4ec8-11e8-b350-985fd331b2ee,NULL,A54m-33,Silberlouwena,
1689,8038ec40-4ec8-11e8-ba32-985fd331b2ee,NULL,A54m-34,Hochfirn S,
1690,80408d61-4ec8-11e8-a67f-985fd331b2ee,NULL,A54m-37,Louwihorn,
1691,803ff121-4ec8-11e8-8405-985fd331b2ee,NULL,A54m-38,Gletscherhorn,
1692,803ce3e1-4ec8-11e8-be1e-985fd331b2ee,NULL,A54m-39,Gletscherhornfirn,
1693,802a4640-4ec8-11e8-906b-985fd331b2ee,NULL,A54m-41,Breitlouwenengletscher N,
1694,802208de-4ec8-11e8-8904-985fd331b2ee,NULL,A54m-44,Mittaghorn,
1695,80227e0f-4ec8-11e8-a60c-985fd331b2ee,NULL,A54m-45,Breitlouwenengletscher S,
1696,80162200-4ec8-11e8-bd2f-985fd331b2ee,NULL,A54m-46,Brunnenhoren,
1697,7fef601e-4ec8-11e8-a894-985fd331b2ee,NULL,A54m-51,Tschingel W,
1698,7ff37ecf-4ec8-11e8-9225-985fd331b2ee,NULL,A54m-52,Tschingel E,
1699,7ff44221-4ec8-11e8-8072-985fd331b2ee,NULL,A54m-53,Hindrists Busental,
1700,817f9d11-4ec8-11e8-aa56-985fd331b2ee,268,A50i-16,Vorderer Rötifirn,vorderroeti 
1701,e34f27a6-7a05-11ec-90d6-0242ac120003,NULL,A56d-03,Hahneschritthore,
1702,e34f28b4-7a05-11ec-90d6-0242ac120003,NULL,A56d-07,Arpelihore,
